domain_name,agency,domain_canonically_https,domain_canonically_www,domain_downgrades_https,domain_enforces_https,domain_host,domain_hsts,domain_hsts_preload_ready,domain_hsts_subdomains,domain_https,domain_redirect,domain_responds,domain_root,domain_sld,domain_tld,domain_trd,domain_up,domain_www,canonical_endpoint_external_redirect,canonical_endpoint_host,canonical_endpoint_redirect,canonical_endpoint_resolves_to,canonical_endpoint_responds,canonical_endpoint_scheme,canonical_endpoint_timed_out,canonical_endpoint_up,canonical_endpoint_uri,canonical_endpoint_www,content_data_json,content_doctype,content_generator,content_humans_txt,content_proper_404s,content_robots_txt,content_security_txt,content_sitemap_xml,content_vulnerability_disclosure_policy,cookies_cookie?,cookies_secure?,dns_cdn,dns_cloud_provider,dns_dnssec,dns_google_apps,dns_hostname,dns_ip,dns_ipv6,hsts_enabled,hsts_include_subdomains,hsts_max_age,hsts_preload,hsts_preload_list_status,hsts_preload_ready,hsts_valid,https_return_code,https_valid,sniffer_advertising,sniffer_analytics,sniffer_framework,sniffer_javascript,wappalyzer_a/b_testing,wappalyzer_accessibility,wappalyzer_advertising,wappalyzer_analytics,wappalyzer_caching,wappalyzer_cdn,wappalyzer_cms,wappalyzer_comment_systems,wappalyzer_cookie_compliance,wappalyzer_crm,wappalyzer_databases,wappalyzer_ecommerce,wappalyzer_editors,wappalyzer_email,wappalyzer_font_scripts,wappalyzer_hosting_panels,wappalyzer_issue_trackers,wappalyzer_javascript_frameworks,wappalyzer_javascript_graphics,wappalyzer_javascript_libraries,wappalyzer_live_chat,wappalyzer_lms,wappalyzer_load_balancers,wappalyzer_maps,wappalyzer_marketing_automation,wappalyzer_miscellaneous,wappalyzer_mobile_frameworks,wappalyzer_operating_systems,wappalyzer_paas,wappalyzer_page_builders,wappalyzer_programming_languages,wappalyzer_reverse_proxies,wappalyzer_rich_text_editors,wappalyzer_saas,wappalyzer_search_engines,wappalyzer_security,wappalyzer_seo,wappalyzer_social_logins,wappalyzer_ssl/tls_certificate_authorities,wappalyzer_static_site_generator,wappalyzer_tag_managers,wappalyzer_ui_frameworks,wappalyzer_video_players,wappalyzer_web_frameworks,wappalyzer_web_server_extensions,wappalyzer_web_servers,wappalyzer_webmail,wappalyzer_widgets,wellknown_acme_challenge,wellknown_amphtml,wellknown_ashrae,wellknown_assetlinks_json,wellknown_brski,wellknown_caldav,wellknown_carddav,wellknown_coap,wellknown_core,wellknown_csvm,wellknown_dnt,wellknown_dnt_policy_txt,wellknown_dots,wellknown_ecips,wellknown_enterprise_transport_security,wellknown_est,wellknown_genid,wellknown_gs1resolver,wellknown_hoba,wellknown_host_meta,wellknown_host_meta_json,wellknown_hosting_provider,wellknown_http_opportunistic,wellknown_idp_proxy,wellknown_jmap,wellknown_keybase_txt,wellknown_looking_glass,wellknown_matrix,wellknown_mta_sts_txt,wellknown_nfv_oauth_server_configuration,wellknown_ni,wellknown_oauth_authorization_server,wellknown_openid_configuration,wellknown_openorg,wellknown_pki_validation,wellknown_posh,wellknown_pvd,wellknown_reload_config,wellknown_repute_template,wellknown_resourcesync,wellknown_sshfp,wellknown_stun_key,wellknown_thread,wellknown_time,wellknown_timezone,wellknown_tor_relay,wellknown_uma2_configuration,wellknown_void,wellknown_webfinger
cupcao.gov,Department of the Interior,false,false,false,false,cupcao.gov,false,false,false,false,false,false,false,cupcao,gov,,false,false,false,cupcao.gov,false,http://cupcao.gov/,false,http,false,false,http://cupcao.gov/,false,,,,,,,,,,,,,,true,false,www.lcrmscp.gov,137.77.5.62,true,false,false,0,false,preloaded,false,false,:couldnt_connect,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cwc.gov,Department of State,true,false,false,true,cwc.gov,true,true,true,true,false,true,true,cwc,gov,,true,true,false,cwc.gov,false,https://cwc.gov/,true,https,false,true,https://cwc.gov/,false,false,-//W3C//DTD XHTML 1.0 Transitional//EN,,false,true,false,false,false,false,false,false,,,true,false,www.bis.doc.gov,192.30.203.55,false,true,true,63072000,true,preloaded,true,true,:ok,true,,,,,,,,,,,,,,,,,DreamWeaver,,,,,,,,,,,,,,,Red Hat,,,,,,,,,,,,,,,,,OpenSSL,Apache,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
cyber.gov,Department of Homeland Security,true,true,false,true,www.cyber.gov,true,true,true,true,true,true,true,cyber,gov,www,true,true,true,www.cyber.gov,true,https://www.cisa.gov/,true,https,false,true,https://www.cyber.gov/,true,,,,,,,,,,,,:akamai,,true,false,a104-117-27-17.deploy.static.akamaitechnologies.com,104.117.27.17,true,true,true,31536000,false,preloaded,false,true,:ok,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cybercareers.gov,Office of Personnel Management,true,true,false,true,www.cybercareers.gov,true,true,true,true,false,true,true,cybercareers,gov,www,true,true,false,www.cybercareers.gov,false,https://www.cybercareers.gov/,true,https,false,true,https://www.cybercareers.gov/,true,true,,,false,true,true,false,false,false,false,false,:akamai,,true,false,a104-82-27-154.deploy.static.akamaitechnologies.com,104.82.27.154,true,true,true,31536000,true,preloaded,true,true,:ok,true,,,,,,,,Google Analytics,,,,,,,,,,,Google Font API,,,Knockout.js,,jQuery UI and jQuery Migrate and jQuery,,,,,,,,,,,,,,,,,,,,,,,,Microsoft ASP.NET,,IIS,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
cybercrime.gov,Department of Justice,true,true,false,true,www.cybercrime.gov,true,true,true,true,true,true,true,cybercrime,gov,www,true,true,true,www.cybercrime.gov,true,https://www.justice.gov/,true,https,false,true,https://www.cybercrime.gov/,true,,,,,,,,,,,,,,false,false,www.cybercrime.gov,149.101.82.209,true,true,true,31536000,true,preloaded,true,true,:ok,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cybersecurity.gov,Department of Homeland Security,true,true,false,true,www.cybersecurity.gov,true,true,true,true,true,true,true,cybersecurity,gov,www,true,true,true,www.cybersecurity.gov,true,https://www.cisa.gov/,true,https,false,true,https://www.cybersecurity.gov/,true,,,,,,,,,,,,:akamai,,true,false,a104-117-27-17.deploy.static.akamaitechnologies.com,104.117.27.17,true,true,true,31536000,false,preloaded,false,true,:ok,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data.gov,General Services Administration,true,true,false,true,www.data.gov,true,true,true,true,false,true,true,data,gov,www,true,true,false,www.data.gov,false,https://www.data.gov/,true,https,false,true,https://www.data.gov/,true,false,,,false,true,true,false,false,false,true,true,:cloudfront,,true,false,server-99-84-181-112.iad89.r.cloudfront.net,99.84.181.112,true,true,true,31536000,true,preloaded,true,true,:ok,true,,:google_analytics,:php,:jquery,,,,Google Analytics,,Amazon Cloudfront,WordPress,,,,MySQL,,,,Google Font API and Twitter Emoji (Twemoji),,,,,DataTables and jQuery Migrate and jQuery and Modernizr,,,,,,,,,Amazon Web Services,,PHP,,,,,,Yoast SEO,,DigiCert,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
dc3on.gov,Department of Defense,false,false,false,false,dc3on.gov,false,false,false,false,false,false,false,dc3on,gov,,false,false,false,dc3on.gov,false,http://dc3on.gov/,false,http,false,false,http://dc3on.gov/,false,,,,,,,,,,,,,,true,false,"",,false,false,false,0,false,unknown,false,false,:couldnt_resolve_host,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dea.gov,Department of Justice,true,true,false,true,www.dea.gov,true,false,false,true,false,true,true,dea,gov,www,true,true,false,www.dea.gov,false,https://www.dea.gov/,true,https,false,true,https://www.dea.gov/,true,false,,,false,true,true,false,true,false,false,false,:akamai,,true,false,a104-117-15-235.deploy.static.akamaitechnologies.com,104.117.15.235,true,true,false,31536000,false,unknown,false,true,:ok,true,,,,,,,,New Relic and Google Analytics,,Akamai,Drupal,,,,Percona,,,,Google Font API and Font Awesome,,,,,jQuery,,,,,,Popper,,,Cloud Platform,,PHP,,,,,Akamai Bot Manager,,,DigiCert,,,Bootstrap,,,,Amazon EC2 and Apache and Nginx,,Twitter,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
deaecom.gov,Department of Justice,true,false,false,true,deaecom.gov,true,true,true,true,false,true,true,deaecom,gov,,true,true,false,deaecom.gov,false,https://deaecom.gov/,true,https,false,true,https://deaecom.gov/,false,false,-//W3C//DTD HTML 4.01 Transitional//EN,,false,true,false,false,false,false,true,true,,,true,false,www.deaecom.gov,149.101.26.7,false,true,true,31536000,true,unknown,true,true,:ok,true,,,,,,,,,,,,,,,,,DreamWeaver,,,,,,,,,,,,,,,Windows Server,,,,,,,,,,,DigiCert,,,,,Microsoft ASP.NET,,IIS,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
defense.gov,Department of Defense,true,true,false,true,www.defense.gov,true,false,false,true,false,true,true,defense,gov,www,true,true,false,www.defense.gov,false,https://www.defense.gov/,true,https,false,true,https://www.defense.gov/,true,true,,,false,true,true,false,false,false,false,false,:akamai,,true,false,a104-90-77-8.deploy.static.akamaitechnologies.com,104.90.77.8,true,true,false,31536000,false,unknown,false,true,:ok,true,,:google_analytics,,:jquery,,,,Moat and Matomo Analytics and Google Analytics,,,DNN,,,,,,,,Font Awesome,,,Vue.js,,Slick and jQuery UI and jQuery Migrate and jQuery and Moment.js,,,,,,webpack and Babel,,,,,,,,,,,,,DigiCert,,,Bootstrap,VideoJS and MediaElement.js,Microsoft ASP.NET,,IIS,Google Workspace,AddThis,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
denali.gov,Denali Commission,true,true,false,true,www.denali.gov,true,false,true,true,false,true,true,denali,gov,www,true,true,false,www.denali.gov,false,https://www.denali.gov/,true,https,false,true,https://www.denali.gov/,true,false,,,false,true,true,false,true,false,false,false,,,false,false,ip-198-71-233-87.ip.secureserver.net,198.71.233.87,false,true,true,31536000,false,unknown,false,true,:ok,true,,,:wordpress,,,,,Google Analytics,,,WordPress,,,,MySQL,,,Amazon SES,Twitter Emoji (Twemoji),,,,,Slick and jQuery Migrate and jQuery,,,,,,,,,Amazon Web Services,,PHP and Lua,,,,,,,,,,Google Tag Manager,Bootstrap,,,,Nginx and OpenResty,Microsoft 365,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
devtestfan1.gov,Department of State,false,false,false,false,devtestfan1.gov,false,false,false,false,false,false,false,devtestfan1,gov,,false,false,false,devtestfan1.gov,false,http://devtestfan1.gov/,false,http,false,false,http://devtestfan1.gov/,false,,,,,,,,,,,,,,true,true,"",,false,false,false,0,false,preloaded,false,false,:couldnt_resolve_host,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
df.gov,Central Intelligence Agency,false,false,false,false,df.gov,false,false,false,false,false,false,false,df,gov,,false,false,false,df.gov,false,http://df.gov/,false,http,false,false,http://df.gov/,false,,,,,,,,,,,,,,false,false,"",,false,false,false,0,false,unknown,false,false,:couldnt_resolve_host,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dfafacts.gov,U.S. Agency for International Development,true,false,false,true,dfafacts.gov,false,false,false,true,false,true,true,dfafacts,gov,,true,true,false,dfafacts.gov,false,https://dfafacts.gov/,true,https,false,true,https://dfafacts.gov/,false,,,,,false,,false,,,false,false,,,true,false,"",208.45.139.16,false,false,false,0,false,preloaded,false,false,:ok,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Windows Server,,,,,,,,,,,,,,,,Microsoft ASP.NET,,IIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dfc.gov,United States International Development Finance Corporation,true,true,false,true,www.dfc.gov,true,false,false,true,false,true,true,dfc,gov,www,true,true,false,www.dfc.gov,false,https://www.dfc.gov/,true,https,false,true,https://www.dfc.gov/,true,false,,,false,true,true,false,true,false,false,false,,,false,false,"",52.5.126.48,false,true,true,31536000,false,preloaded,false,true,:ok,true,,,,,,,,New Relic and Google Analytics,Varnish,jsDelivr,Drupal,,,Salesforce,Percona,,,,,,,,,jQuery and Lodash and AOS,,,,,,,,,Cloud Platform,,PHP,,,,,reCAPTCHA,,,DigiCert,,Google Tag Manager,Bootstrap,,,,Amazon EC2 and Apache and Nginx,Microsoft 365,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
dhhs.gov,Department of Health and Human Services,true,true,false,true,www.dhhs.gov,true,true,true,true,true,true,true,dhhs,gov,www,true,true,true,www.dhhs.gov,true,https://www.hhs.gov/,true,https,false,true,https://www.dhhs.gov/,true,,,,,,,,,,,,,,false,false,"",52.7.111.176,false,true,true,31536000,true,preloaded,true,true,:ok,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dhs.gov,Department of Homeland Security,true,true,false,true,www.dhs.gov,true,false,true,true,false,true,true,dhs,gov,www,true,true,false,www.dhs.gov,false,https://www.dhs.gov/,true,https,false,true,https://www.dhs.gov/,true,true,,,false,true,true,false,true,false,false,false,:akamai,,true,false,a104-117-14-155.deploy.static.akamaitechnologies.com,104.117.14.155,true,true,true,31536000,false,unknown,false,true,:ok,true,,,:drupal,:jquery,,,,New Relic and Google Analytics,,Akamai,Drupal,,,,,,,,,,,,,jQuery UI and jQuery and Modernizr,,,,,,,,,,,PHP,,,,,,,,,,,,,,,Apache,Microsoft 365,Twitter,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
diabetescommittee.gov,Department of Health and Human Services,true,true,false,true,www.diabetescommittee.gov,true,false,false,true,true,true,true,diabetescommittee,gov,www,true,true,true,www.diabetescommittee.gov,true,https://www.niddk.nih.gov/?dkrd=lgdmn0022,true,https,false,true,https://www.diabetescommittee.gov/,true,,,,,,,,,,,,:akamai,,true,false,a23-202-150-137.deploy.static.akamaitechnologies.com,23.202.150.137,true,true,false,31536000,false,unknown,false,true,:ok,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dietaryguidelines.gov,U.S. Department of Agriculture,true,true,false,true,www.dietaryguidelines.gov,true,false,false,true,false,true,true,dietaryguidelines,gov,www,true,true,false,www.dietaryguidelines.gov,false,https://www.dietaryguidelines.gov/,true,https,false,true,https://www.dietaryguidelines.gov/,true,false,,,false,true,true,false,true,false,false,false,,,true,false,"",199.134.75.104,true,true,false,31536000,false,unknown,false,true,:ok,true,,,,,,,,Moat and Google Analytics,Varnish,,Drupal,,,,,,,,,,,,,Slick and Lightbox and jQuery,,,,,,,,CentOS,,,PHP,,,,,,,,,,Google Tag Manager,,YouTube,,OpenSSL,Apache,,AddThis,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
digital.gov,General Services Administration,true,false,false,true,digital.gov,true,false,false,true,false,true,true,digital,gov,,true,true,false,digital.gov,false,https://digital.gov/,true,https,false,true,https://digital.gov/,false,false,,,false,true,true,false,true,false,false,false,:cloudfront,,false,false,server-99-86-230-30.iad79.r.cloudfront.net,99.86.230.30,false,true,false,31536000,true,preloaded,false,true,:ok,true,,:facebook_insights,,,,,,Google Analytics and Crazy Egg,,Amazon Cloudfront,,,,,,,,,Font Awesome,,,React,,jQuery,,,,,HubSpot,,,,Amazon Web Services,,,,,,,,,,,,Google Tag Manager,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
digitaldashboard.gov,General Services Administration,true,false,false,true,digitaldashboard.gov,true,true,true,true,false,true,true,digitaldashboard,gov,,true,true,false,digitaldashboard.gov,false,https://digitaldashboard.gov/,true,https,false,true,https://digitaldashboard.gov/,false,false,,,false,true,true,false,true,false,true,false,,,true,false,host.159-142-122-41.gsa.gov,159.142.122.41,true,true,true,63072000,true,preloaded,true,true,:ok,true,,,:drupal,:jquery,,,,Google Analytics,,,Drupal,,,,,,,,Google Font API,,,,Highcharts and Chart.js,jQuery UI and jQuery Migrate and jQuery,,,,,,,,,,,PHP,,,,,,,,DigiCert,,,Bootstrap,,,,Apache,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
digitalgov.gov,General Services Administration,true,false,false,true,digitalgov.gov,true,true,true,true,true,true,true,digitalgov,gov,,true,true,true,digitalgov.gov,true,https://digital.gov/,true,https,false,true,https://digitalgov.gov/,false,,,,,,,,,,,,:cloudfront,,false,false,server-52-85-134-80.iad50.r.cloudfront.net,52.85.134.80,false,true,true,63072000,true,preloaded,true,true,:ok,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
directoasucuenta.gov,Department of the Treasury,true,false,false,true,directoasucuenta.gov,true,false,false,true,false,true,true,directoasucuenta,gov,,true,true,false,directoasucuenta.gov,false,https://directoasucuenta.gov/,true,https,false,true,https://directoasucuenta.gov/,false,,,,,false,,false,,,false,false,,,true,false,directoasucuenta.gov,199.169.205.11,false,true,false,31536000,false,unknown,false,true,:ok,true,,,,,,,,Google Analytics,,,,,,,,,,,,,,,,jQuery and Modernizr,,,,,,,,,,,Java,,,,,,,,,,,ZURB Foundation and Bootstrap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
disability.gov,Department of Labor,true,true,false,true,www.disability.gov,false,false,true,true,false,true,true,disability,gov,www,true,true,false,www.disability.gov,false,https://www.disability.gov/,false,https,false,false,https://www.disability.gov/,true,,,,,,,,,,,,,,false,false,"",152.180.11.150,true,false,false,0,false,unknown,false,false,:ssl_connect_error,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
disasterassistance.gov,Department of Homeland Security,true,true,false,true,www.disasterassistance.gov,true,false,true,true,false,true,true,disasterassistance,gov,www,true,true,false,www.disasterassistance.gov,false,https://www.disasterassistance.gov/,true,https,false,true,https://www.disasterassistance.gov/,true,false,,,false,true,false,false,true,false,false,false,:akamai,,true,false,a104-82-11-234.deploy.static.akamaitechnologies.com,104.82.11.234,true,true,true,31536000,false,unknown,false,true,:ok,true,,,,,,,,Moat and Google Analytics,,,Drupal,,,,,,,,Font Awesome,,,,,jQuery UI and jQuery and Modernizr and Lodash,,,,,,,,,,,PHP,,,,,,,,,,Google Tag Manager,Bootstrap,,,,Apache,,AddThis,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
disasterhousing.gov,Department of Housing and Urban Development,true,true,false,true,www.disasterhousing.gov,true,false,true,true,true,true,true,disasterhousing,gov,www,true,true,true,www.disasterhousing.gov,true,https://www.hud.gov/,true,https,false,true,https://www.disasterhousing.gov/,true,,,,,,,,,,,,,,false,false,disasterhousing.gov,170.97.67.143,false,true,true,31536000,false,unknown,false,true,:ok,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distracteddriving.gov,Department of Transportation,true,true,false,true,www.distracteddriving.gov,true,true,true,true,true,true,true,distracteddriving,gov,www,true,true,true,www.distracteddriving.gov,true,https://www.nhtsa.gov/,true,https,false,true,https://www.distracteddriving.gov/,true,,,,,,,,,,,,:akamai,,true,false,a104-111-84-124.deploy.static.akamaitechnologies.com,104.111.84.124,true,true,true,31536000,true,preloaded,true,true,:ok,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distraction.gov,Department of Transportation,true,true,false,true,www.distraction.gov,true,true,true,true,true,true,true,distraction,gov,www,true,true,true,www.distraction.gov,true,https://www.nhtsa.gov/,true,https,false,true,https://www.distraction.gov/,true,,,,,,,,,,,,,,false,false,balancer1.nhtsa.dot.gov,204.68.194.196,true,true,true,63072000,true,preloaded,true,true,:ok,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dnfsb.gov,Defense Nuclear Facilities Safety Board,true,true,false,true,www.dnfsb.gov,false,false,false,true,false,true,false,dnfsb,gov,www,true,true,false,www.dnfsb.gov,false,https://www.dnfsb.gov/,true,https,false,true,https://www.dnfsb.gov/,true,false,-//W3C//DTD XHTML+RDFa 1.0//EN,,false,true,true,false,true,false,false,false,,,false,false,"",3.212.25.176,false,false,false,0,false,unknown,false,true,:ok,true,,,:drupal,:jquery,,,,New Relic and Google Analytics,Varnish,,Drupal,,,,Percona,,,,,,,,,jQuery,,,,,,,,,Cloud Platform,,PHP,,,,,,,,,,,,,,,Amazon EC2 and Apache and Nginx,Microsoft 365,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
dni.gov,Director of National Intelligence,true,true,false,true,www.dni.gov,false,false,false,true,false,true,true,dni,gov,www,true,true,false,www.dni.gov,false,https://www.dni.gov/,true,https,false,true,https://www.dni.gov/,true,false,,Joomla! - Open Source Content Management,false,true,true,false,false,false,false,false,:akamai,,true,false,a104-82-20-131.deploy.static.akamaitechnologies.com,104.82.20.131,true,false,false,0,false,unknown,false,false,:ok,true,,,:joomla,:jquery,,,,Google Analytics,,Akamai,Joomla,,,,,,,,,,,,,jQuery Migrate and jQuery,,,,,,,,,,,PHP,,,,,,,,,,Google Tag Manager,Bootstrap,,,,Apache,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
dnsops.gov,Department of Commerce,true,false,false,true,dnsops.gov,true,false,true,true,false,true,true,dnsops,gov,,true,true,false,dnsops.gov,false,https://dnsops.gov/,true,https,false,true,https://dnsops.gov/,false,false,,,false,true,false,false,false,false,false,false,,,true,false,monitor.dnsops.gov,129.6.100.203,false,true,true,63072000,false,unknown,false,true,:ok,true,,,,:jquery,,,,Google Analytics,,,,,,,,,,,,,,,,jQuery,,,,,,,,,,,,,,,,,,,,,,Bootstrap,,,OpenSSL,Apache,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
doc.gov,Department of Commerce,true,true,false,true,www.doc.gov,false,false,false,true,true,true,true,doc,gov,www,true,true,true,www.doc.gov,true,https://www.commerce.gov/,true,https,false,true,https://www.doc.gov/,true,,,,,,,,,,,,,,true,false,"",170.110.225.196,true,false,false,0,false,unknown,false,false,:ok,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
docline.gov,Department of Health and Human Services,true,false,false,true,docline.gov,true,true,true,true,false,true,true,docline,gov,,true,true,false,docline.gov,false,https://docline.gov/,true,https,false,true,https://docline.gov/,false,false,,,false,true,false,false,false,false,false,false,,,true,false,docline.gov,165.112.140.170,true,true,true,31536000,true,preloaded,true,true,:ok,true,,,,,,,,Google Analytics,,,,,,,,,,,Font Awesome,,,,,jQuery UI and jQuery,,,,,,,,,,,,,,,,,,,DigiCert,,Google Tag Manager,,,,,Phusion Passenger and Apache,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
doe.gov,Department of Energy,true,true,false,true,www.doe.gov,true,false,false,true,true,true,false,doe,gov,www,true,true,true,www.doe.gov,true,https://www.energy.gov/,true,https,false,true,https://www.doe.gov/,true,,,,,,,,,,,,,,false,false,"",205.254.131.65,true,true,false,63072000,false,unknown,false,true,:ok,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doeal.gov,Department of Energy,false,false,false,false,doeal.gov,false,false,false,false,false,false,false,doeal,gov,,false,false,false,doeal.gov,false,http://doeal.gov/,false,http,false,false,http://doeal.gov/,false,,,,,,,,,,,,,,true,false,alfw.doeal.gov,198.51.238.253,true,false,false,0,false,unknown,false,false,:couldnt_connect,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
