domain_name,agency,domain_canonically_https,domain_canonically_www,domain_downgrades_https,domain_enforces_https,domain_host,domain_hsts,domain_hsts_preload_ready,domain_hsts_subdomains,domain_https,domain_redirect,domain_responds,domain_root,domain_sld,domain_tld,domain_trd,domain_up,domain_www,canonical_endpoint_external_redirect,canonical_endpoint_host,canonical_endpoint_redirect,canonical_endpoint_resolves_to,canonical_endpoint_responds,canonical_endpoint_scheme,canonical_endpoint_timed_out,canonical_endpoint_up,canonical_endpoint_uri,canonical_endpoint_www,content_data_json,content_doctype,content_generator,content_humans_txt,content_proper_404s,content_robots_txt,content_security_txt,content_sitemap_xml,content_vulnerability_disclosure_policy,cookies_cookie?,cookies_secure?,dns_cdn,dns_cloud_provider,dns_dnssec,dns_google_apps,dns_hostname,dns_ip,dns_ipv6,hsts_enabled,hsts_include_subdomains,hsts_max_age,hsts_preload,hsts_preload_list_status,hsts_preload_ready,hsts_valid,https_return_code,https_valid,sniffer_advertising,sniffer_analytics,sniffer_framework,sniffer_javascript,wappalyzer_a/b_testing,wappalyzer_accessibility,wappalyzer_advertising,wappalyzer_analytics,wappalyzer_caching,wappalyzer_cdn,wappalyzer_cms,wappalyzer_comment_systems,wappalyzer_cookie_compliance,wappalyzer_crm,wappalyzer_databases,wappalyzer_ecommerce,wappalyzer_editors,wappalyzer_email,wappalyzer_font_scripts,wappalyzer_hosting_panels,wappalyzer_issue_trackers,wappalyzer_javascript_frameworks,wappalyzer_javascript_graphics,wappalyzer_javascript_libraries,wappalyzer_live_chat,wappalyzer_lms,wappalyzer_load_balancers,wappalyzer_maps,wappalyzer_marketing_automation,wappalyzer_miscellaneous,wappalyzer_mobile_frameworks,wappalyzer_operating_systems,wappalyzer_paas,wappalyzer_page_builders,wappalyzer_programming_languages,wappalyzer_reverse_proxies,wappalyzer_rich_text_editors,wappalyzer_saas,wappalyzer_search_engines,wappalyzer_security,wappalyzer_seo,wappalyzer_social_logins,wappalyzer_ssl/tls_certificate_authorities,wappalyzer_static_site_generator,wappalyzer_tag_managers,wappalyzer_ui_frameworks,wappalyzer_video_players,wappalyzer_web_frameworks,wappalyzer_web_server_extensions,wappalyzer_web_servers,wappalyzer_webmail,wappalyzer_widgets,wellknown_acme_challenge,wellknown_amphtml,wellknown_ashrae,wellknown_assetlinks_json,wellknown_brski,wellknown_caldav,wellknown_carddav,wellknown_coap,wellknown_core,wellknown_csvm,wellknown_dnt,wellknown_dnt_policy_txt,wellknown_dots,wellknown_ecips,wellknown_enterprise_transport_security,wellknown_est,wellknown_genid,wellknown_gs1resolver,wellknown_hoba,wellknown_host_meta,wellknown_host_meta_json,wellknown_hosting_provider,wellknown_http_opportunistic,wellknown_idp_proxy,wellknown_jmap,wellknown_keybase_txt,wellknown_looking_glass,wellknown_matrix,wellknown_mta_sts_txt,wellknown_nfv_oauth_server_configuration,wellknown_ni,wellknown_oauth_authorization_server,wellknown_openid_configuration,wellknown_openorg,wellknown_pki_validation,wellknown_posh,wellknown_pvd,wellknown_reload_config,wellknown_repute_template,wellknown_resourcesync,wellknown_sshfp,wellknown_stun_key,wellknown_thread,wellknown_time,wellknown_timezone,wellknown_tor_relay,wellknown_uma2_configuration,wellknown_void,wellknown_webfinger
18f.gov,General Services Administration,true,false,false,true,18f.gov,true,true,true,true,true,true,true,18f,gov,,true,true,true,18f.gov,true,https://18f.gsa.gov/,true,https,false,true,https://18f.gov/,false,,,,,,,,,,,,:cloudfront,,false,false,server-13-32-181-66.iad66.r.cloudfront.net,13.32.181.66,false,true,true,31536000,true,preloaded,true,true,:ok,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020census.gov,Department of Commerce,true,false,false,true,2020census.gov,true,false,true,true,false,true,true,2020census,gov,,true,true,false,2020census.gov,false,https://2020census.gov/,true,https,false,true,https://2020census.gov/,false,false,,,false,true,true,false,false,false,false,false,:akamai,,true,false,a104-127-183-153.deploy.static.akamaitechnologies.com,104.127.183.153,true,true,true,63072000,false,unknown,false,true,:ok,true,,,,,,,,Google Analytics and Adobe Analytics,,Akamai,Adobe Experience Manager,,,,,,,,,,,,,jQuery UI and jQuery and Modernizr and Lodash,,,,,Adobe Target,,,,,,Java,,,Adobe Experience Platform Identity Service,,Akamai Bot Manager,,,,,Google Tag Manager and Adobe Experience Platform Launch,ZURB Foundation,,,,Apache,,Facebook and Twitter,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
400yaahc.gov,General Services Administration,true,false,false,true,400yaahc.gov,false,false,false,true,false,true,true,400yaahc,gov,,true,true,false,400yaahc.gov,false,https://400yaahc.gov/,false,https,false,false,https://400yaahc.gov/,false,,,,,,,,,,,,,,true,true,host.159-142-191-107.gsa.gov,159.142.191.107,false,false,false,0,false,unknown,false,false,:ssl_cacert,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9-11commission.gov,National Archives and Records Administration,true,false,false,true,9-11commission.gov,false,false,false,true,false,true,true,9-11commission,gov,,true,true,false,9-11commission.gov,false,https://9-11commission.gov/,false,https,false,false,https://9-11commission.gov/,false,,,,,,,,,,,,,,true,false,fcic.gov,129.120.93.242,false,false,false,0,false,preloaded,false,false,:couldnt_resolve_host,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911.gov,Department of Transportation,true,true,false,true,www.911.gov,true,true,true,true,false,true,true,911,gov,www,true,true,false,www.911.gov,false,https://www.911.gov/,true,https,false,true,https://www.911.gov/,true,false,-//W3C//DTD HTML 4.01 Transitional//EN,,false,true,false,false,false,false,false,false,:akamai,,true,false,a104-111-84-124.deploy.static.akamaitechnologies.com,104.111.84.124,true,true,true,31536000,true,preloaded,true,true,:ok,true,,,,:jquery,,,,Google Analytics,,,,,,,,,,,Google Font API and Font Awesome,,,,,jQuery,,,,,,,,Windows Server,,,,,,,,,,,,,Google Tag Manager,Bootstrap,,Microsoft ASP.NET,,IIS,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
911commission.gov,National Archives and Records Administration,true,false,false,true,911commission.gov,true,true,true,true,false,true,true,911commission,gov,,true,true,false,911commission.gov,false,https://911commission.gov/,true,https,false,true,https://911commission.gov/,false,false,-//W3C//DTD HTML 4.01 Transitional//EN,,false,true,true,false,false,false,false,false,,,true,false,fcic.gov,129.120.93.242,false,true,true,31536000,true,preloaded,true,true,:ok,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Red Hat,,,,,,,,,,,,,,,,,OpenSSL,Apache,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
abandonedmines.gov,Department of the Interior,true,false,false,true,abandonedmines.gov,true,true,true,true,false,true,true,abandonedmines,gov,,true,true,false,abandonedmines.gov,false,https://abandonedmines.gov/,true,https,false,true,https://abandonedmines.gov/,false,,,,,false,,false,,,false,false,,,true,false,fpa.nifc.gov,204.124.92.246,true,true,true,31622400,true,preloaded,true,true,:ok,true,,,,,,,,Google Analytics,,,Drupal,,,,,,,,,,,,,jQuery UI and jQuery and Lodash,,,,,,,,,,,PHP,,,,,,,,DigiCert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abilityone.gov,United States AbilityOne,true,false,false,true,abilityone.gov,true,true,true,true,false,true,true,abilityone,gov,,true,true,false,abilityone.gov,false,https://abilityone.gov/,true,https,false,true,https://abilityone.gov/,false,false,-//W3C//DTD XHTML 1.0 Transitional//EN,,false,true,false,false,false,false,false,false,,,false,false,abilityone.gov,12.14.12.19,false,true,true,31536000,true,preloaded,true,true,:ok,true,,,,,,,,,,,,,,,,,DreamWeaver,,,,,,,jQuery,,,,,,,,Windows Server,,,,,,,,,,,,,,,,Microsoft ASP.NET,,IIS,Microsoft 365,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
abmc.gov,American Battle Monuments Commission,false,false,false,false,abmc.gov,false,false,false,true,false,true,true,abmc,gov,,true,true,false,abmc.gov,false,http://abmc.gov/,true,http,false,true,http://abmc.gov/,false,false,,,false,true,true,false,true,false,false,false,,,true,false,abmc-cos-wb1.blackmesh.com,74.121.194.7,false,false,false,0,false,preloaded,false,false,:ok,false,,,,,,,,Google Analytics,Varnish,,Drupal,,,,,,,,Google Font API,,,,,jQuery,,,,,,,,CentOS,,,PHP,,,,,,,,,,Google Tag Manager,,,,,Apache,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
abmcscholar.gov,American Battle Monuments Commission,false,false,false,false,abmcscholar.gov,false,false,false,false,false,false,false,abmcscholar,gov,,false,false,false,abmcscholar.gov,false,http://abmcscholar.gov/,false,http,false,false,http://abmcscholar.gov/,false,,,,,,,,,,,,,,false,false,"",,false,false,false,0,false,unknown,false,false,:couldnt_resolve_host,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
access-board.gov,United States Access Board,true,true,false,true,www.access-board.gov,true,true,true,true,false,true,true,access-board,gov,www,true,true,false,www.access-board.gov,false,https://www.access-board.gov/,true,https,false,true,https://www.access-board.gov/,true,false,,,false,true,true,false,true,false,false,false,:cloudfront,,true,false,server-99-84-181-89.iad89.r.cloudfront.net,99.84.181.89,true,true,false,31536000,true,preloaded,false,true,:ok,true,,,,,,,,Google Analytics,,Amazon Cloudfront,,,,,,,,,,,,,,DataTables and jQuery,,,,,,Swiper Slider,,,Amazon Web Services,,,,,,,,,,Let's Encrypt,,,,VideoJS,,,,Microsoft 365,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
accessibility.gov,General Services Administration,true,false,false,true,accessibility.gov,false,false,false,true,false,true,true,accessibility,gov,,true,true,false,accessibility.gov,false,https://accessibility.gov/,true,https,false,true,https://accessibility.gov/,false,false,,Drupal 7 (https://www.drupal.org),false,true,true,false,true,false,false,false,,,true,false,host.159-142-81-40.gsa.gov,159.142.81.40,true,false,false,0,false,preloaded,false,false,:ok,true,,,:drupal,:jquery,,,,Google Analytics,,,Drupal,,,,,,,,,,,,,DataTables and jQuery Migrate and jQuery,,,,,,,,Windows Server,,,PHP,,,,,,,,DigiCert,,,Bootstrap,,,,IIS,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
acf.gov,Department of Health and Human Services,false,false,false,false,acf.gov,false,false,false,false,false,false,false,acf,gov,,false,false,false,acf.gov,false,http://acf.gov/,false,http,true,false,http://acf.gov/,false,,,,,,,,,,,,,,true,false,"",107.23.189.218,false,false,false,0,false,unknown,false,false,:operation_timedout,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
achp.gov,Advisory Council on Historic Preservation,true,true,false,true,www.achp.gov,false,false,false,true,false,true,true,achp,gov,www,true,true,false,www.achp.gov,false,https://www.achp.gov/,true,https,false,true,https://www.achp.gov/,true,false,,,false,true,true,false,false,false,true,false,,:Amazon GovCloud,true,false,ec2-3-32-121-73.us-gov-west-1.compute.amazonaws.com,3.32.121.73,true,false,false,0,false,unknown,false,false,:ok,true,,,,,,,,Google Analytics,,,Drupal,Livefyre,,,,,,,Typekit,,,,,jQuery UI and jQuery and Moment.js and Modernizr and Lodash,,,,Leaflet,,,,,Amazon Web Services,,PHP,,,,,,,,AWS Certificate Manager,,Google Tag Manager,,,,,Apache,Microsoft 365,AddToAny and Twitter,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
acl.gov,Department of Health and Human Services,true,false,false,true,acl.gov,true,true,true,true,false,true,true,acl,gov,,true,true,false,acl.gov,false,https://acl.gov/,true,https,false,true,https://acl.gov/,false,false,,,false,true,true,false,false,false,false,false,,,true,false,"",40.70.188.47,false,true,true,31536000,true,preloaded,true,true,:ok,true,,,,,,,,Google Analytics,,jsDelivr,Drupal,,,,,,,,,,,,,jQuery and Lodash,,,,,,,,Windows Server,,,PHP,,,,,,,,,,,Bootstrap,YouTube,,,IIS,,AddToAny,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
acquisition.gov,General Services Administration,true,true,false,true,www.acquisition.gov,true,true,true,true,false,true,true,acquisition,gov,www,true,true,false,www.acquisition.gov,false,https://www.acquisition.gov/,true,https,false,true,https://www.acquisition.gov/,true,false,-//W3C//DTD XHTML+RDFa 1.0//EN,Drupal 7 (http://drupal.org),false,true,true,false,true,false,false,false,:akamai,,true,false,a23-222-12-187.deploy.static.akamaitechnologies.com,23.222.12.187,true,true,false,31536000,false,preloaded,false,true,:ok,true,,,:drupal,:jquery,,,,Google Analytics,,,Drupal,,,,,,,,Font Awesome,,,,,Slick and jQuery UI and jQuery Migrate and jQuery,,,,,,,,,,,PHP,,,,,,,,Let's Encrypt,,Google Tag Manager,,,,,Apache,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
acus.gov,Administrative Conference of the United States,true,true,false,true,www.acus.gov,true,true,true,true,false,true,true,acus,gov,www,true,true,false,www.acus.gov,false,https://www.acus.gov/,true,https,false,true,https://www.acus.gov/,true,false,,Drupal 7 (https://www.drupal.org),false,true,true,false,true,false,false,false,,,false,false,ip-184-94-218-26.name-host.com,184.94.218.26,false,true,true,31536000,true,preloaded,true,true,:ok,true,,,:drupal,:jquery,,,,Google Analytics,Varnish,,Drupal,,,,,,,,Google Font API and Font Awesome,,,,,jQuery,,,,,,,,,,,PHP,,,,,,,,Sectigo,,,Bootstrap,,,,Apache,Microsoft 365,AddToAny,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
acwi.gov,Department of the Interior,true,false,false,true,acwi.gov,true,true,true,true,false,true,true,acwi,gov,,true,true,false,acwi.gov,false,https://acwi.gov/,true,https,false,true,https://acwi.gov/,false,false,,,false,true,true,false,false,false,false,false,,,true,false,natweb.resolve.usgs.gov,137.227.233.178,true,true,true,31536000,true,preloaded,true,true,:ok,true,,,,,,,,Google Analytics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DigiCert,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
ada.gov,Department of Justice,true,true,false,true,www.ada.gov,true,true,true,true,false,true,true,ada,gov,www,true,true,false,www.ada.gov,false,https://www.ada.gov/,true,https,false,true,https://www.ada.gov/,true,false,-//W3C//DTD XHTML 1.0 Transitional//EN,,false,true,false,false,false,false,false,false,:cloudfront,,true,false,server-99-86-230-113.iad79.r.cloudfront.net,99.86.230.113,true,true,false,31536000,true,preloaded,false,true,:ok,true,,,,,,,,Google Analytics,,Amazon Cloudfront,,,,,,,DreamWeaver,,,,,,,,,,,,,,,,Amazon Web Services,,,,,,,,,,Let's Encrypt,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
adf.gov,United States African Development Foundation,false,false,false,false,adf.gov,false,false,false,false,false,false,false,adf,gov,,false,false,false,adf.gov,false,http://adf.gov/,false,http,false,false,http://adf.gov/,false,,,,,,,,,,,,,,false,false,"",,false,false,false,0,false,pending,false,false,:couldnt_resolve_host,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adlnet.gov,Department of Defense,true,false,false,true,adlnet.gov,true,false,false,true,false,true,true,adlnet,gov,,true,true,false,adlnet.gov,false,https://adlnet.gov/,true,https,false,true,https://adlnet.gov/,false,false,,,false,true,true,false,true,false,false,false,:cloudfront,,false,false,server-99-84-181-98.iad89.r.cloudfront.net,99.84.181.98,true,true,false,31536000,true,unknown,false,true,:ok,true,,,,,,,,Google Analytics,,Amazon Cloudfront,,,,,,,,,,,,,,jQuery,,,,,,Swiper Slider,,,Amazon Web Services,,,,,,,,,,,,,,,,,,Microsoft 365,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
adr.gov,Federal Mediation and Conciliation Service,true,false,false,true,adr.gov,true,true,true,true,false,true,true,adr,gov,,true,true,false,adr.gov,false,https://adr.gov/,true,https,false,true,https://adr.gov/,false,false,-//W3C//DTD XHTML 1.0 Transitional//EN,,false,true,false,false,false,false,false,false,,,true,false,"",152.180.37.55,false,true,true,31536000,true,preloaded,true,true,:ok,true,,,,,,,,Google Analytics,,,,,,,,,,,,,,,,,,,,,,,,Windows Server,,,,,,,,,,,Sectigo,,,,,,,IIS,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
afadvantage.gov,General Services Administration,true,false,false,true,afadvantage.gov,true,true,true,true,false,true,true,afadvantage,gov,,true,true,false,afadvantage.gov,false,https://afadvantage.gov/,true,https,false,true,https://afadvantage.gov/,false,false,-//W3C//DTD HTML 4.0 Transitional//EN,,false,true,true,false,false,false,false,false,,,true,false,host.159-142-122-137.gsa.gov,159.142.122.137,false,true,true,63072000,true,preloaded,true,true,:ok,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
aff.gov,U.S. Department of Agriculture,true,true,false,true,www.aff.gov,true,false,false,true,false,true,false,aff,gov,www,true,true,false,www.aff.gov,false,https://www.aff.gov/,true,https,false,true,https://www.aff.gov/,true,false,,,false,true,true,false,false,false,true,false,,:Amazon GovCloud,true,false,ec2-52-61-162-45.us-gov-west-1.compute.amazonaws.com,52.61.162.45,true,true,true,31536000,true,unknown,true,true,:ok,true,,,,,,,,Google Analytics,,,,,,,,,,,Google Font API,,,,,jQuery and Modernizr,,,,,,,,Windows Server,Amazon Web Services,,,,,,,,,,AWS Certificate Manager,,,ZURB Foundation,,Microsoft ASP.NET,,IIS,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
afrh.gov,Armed Forces Retirement Home,false,true,false,false,www.afrh.gov,false,false,false,false,false,true,false,afrh,gov,www,true,true,false,www.afrh.gov,true,https://www.afrh.gov/,true,http,false,true,http://www.afrh.gov/,true,,,,,,,,,,,,,,false,false,qa1.afrh.gov,137.227.96.219,true,false,false,0,false,unknown,false,false,:ok,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aftac.gov,Department of Defense,false,false,false,false,aftac.gov,false,false,false,false,false,false,false,aftac,gov,,false,false,false,aftac.gov,false,http://aftac.gov/,false,http,false,false,http://aftac.gov/,false,,,,,,,,,,,,,,false,false,"",,false,false,false,0,false,unknown,false,false,:couldnt_resolve_host,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afterschool.gov,Department of Health and Human Services,false,false,false,false,afterschool.gov,false,false,false,false,false,false,false,afterschool,gov,,false,false,false,afterschool.gov,false,http://afterschool.gov/,false,http,true,false,http://afterschool.gov/,false,,,,,,,,,,,,,,true,false,acf.gov,158.71.31.30,false,false,false,0,false,unknown,false,false,:operation_timedout,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ag.gov,U.S. Department of Agriculture,false,false,false,false,ag.gov,false,false,false,false,false,false,false,ag,gov,,false,false,false,ag.gov,false,http://ag.gov/,false,http,true,false,http://ag.gov/,false,,,,,,,,,,,,,,true,false,"",162.79.3.5,false,false,false,0,false,unknown,false,false,:operation_timedout,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aging.gov,Department of Health and Human Services,true,true,false,true,www.aging.gov,true,true,true,true,true,true,true,aging,gov,www,true,true,true,www.aging.gov,true,https://www.hhs.gov/,true,https,false,true,https://www.aging.gov/,true,,,,,,,,,,,,:akamai,,true,false,a104-82-19-76.deploy.static.akamaitechnologies.com,104.82.19.76,true,true,true,31536000,true,preloaded,true,true,:ok,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agingstats.gov,Department of Health and Human Services,true,false,false,true,agingstats.gov,true,true,true,true,false,true,true,agingstats,gov,,true,true,false,agingstats.gov,false,https://agingstats.gov/,true,https,false,true,https://agingstats.gov/,false,false,,,false,true,false,false,false,false,false,false,,,true,false,"",40.90.236.0,true,true,true,31536000,true,preloaded,true,true,:ok,true,,,,:jquery,,,,Google Analytics,,,,,,,,,,,,,,,,jQuery UI and jQuery,,,,,,,,,,,,,,,,,,,,,,Bootstrap,,,,Microsoft HTTPAPI,,Twitter,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
ahcpr.gov,Department of Health and Human Services,true,true,false,true,www.ahcpr.gov,true,true,true,true,true,true,true,ahcpr,gov,www,true,true,true,www.ahcpr.gov,true,https://www.ahrq.gov/,true,https,false,true,https://www.ahcpr.gov/,true,,,,,,,,,,,,:akamai,,true,false,a104-102-193-52.deploy.static.akamaitechnologies.com,104.102.193.52,true,true,true,31536000,true,preloaded,true,true,:ok,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ahrq.gov,Department of Health and Human Services,true,true,false,true,www.ahrq.gov,true,true,true,true,false,true,true,ahrq,gov,www,true,true,false,www.ahrq.gov,false,https://www.ahrq.gov/,true,https,false,true,https://www.ahrq.gov/,true,false,,,false,true,true,false,true,false,false,false,:akamai,,true,false,a104-111-87-81.deploy.static.akamaitechnologies.com,104.111.87.81,true,true,false,31536000,false,preloaded,false,true,:ok,true,,,,,,,,Google Analytics,,Akamai,Drupal,,,,,,,,,,,,,jQuery and Lodash,,,,,,webpack,,,,,PHP,,,,,,,,,,Google Tag Manager,Bootstrap,YouTube,,,Apache,,AddToAny,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
ai.gov,Executive Office of the President,true,true,false,true,www.ai.gov,true,true,true,true,true,true,true,ai,gov,www,true,true,true,www.ai.gov,true,https://www.whitehouse.gov/,true,https,false,true,https://www.ai.gov/,true,,,,,,,,,,,,:akamai,,true,false,a104-82-27-40.deploy.static.akamaitechnologies.com,104.82.27.40,true,true,true,31536000,true,preloaded,true,true,:ok,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aids.gov,Department of Health and Human Services,true,true,false,true,www.aids.gov,true,true,true,true,true,true,true,aids,gov,www,true,true,true,www.aids.gov,true,https://www.hiv.gov/,true,https,false,true,https://www.aids.gov/,true,,,,,,,,,,,,,,false,false,"",34.226.33.201,false,true,true,31536000,true,preloaded,true,true,:ok,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
airnow.gov,Environmental Protection Agency,true,true,false,true,www.airnow.gov,true,true,true,true,false,true,true,airnow,gov,www,true,true,false,www.airnow.gov,false,https://www.airnow.gov/,true,https,false,true,https://www.airnow.gov/,true,false,,,false,true,true,false,false,false,false,false,:cloudfront,,true,false,server-99-86-230-11.iad79.r.cloudfront.net,99.86.230.11,true,true,false,31536000,false,unknown,false,true,:ok,true,,,,,,,,Google Analytics and Crazy Egg,,jsDelivr and Amazon Cloudfront,Drupal,Livefyre,,,,,,,Font Awesome,,,,,jQuery and Moment.js and Lodash and Dojo,,,,ArcGIS API for JavaScript and Leaflet,,,,,Amazon Web Services,,PHP,,,,,,,,,,Google Tag Manager,Bootstrap,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
